% Langmuir characteristic curve

% U (Volt)	I (A)
64.855003	-2.514571E-7
64.864998	-3.359746E-7
64.870003	-4.417961E-7
64.879997	-1.880107E-7
64.885002	-2.175802E-7
64.894997	-1.922017E-7
64.900002	-3.402820E-7
64.910004	-2.302695E-7
64.915001	-2.260786E-7
64.925003	-3.783498E-7
64.930000	-1.711305E-7
64.940002	-2.218876E-7
64.945000	-2.260786E-7
64.955002	-2.218876E-7
64.959999	-2.726447E-7
64.970001	-7.380731E-8
64.974998	-1.922017E-7
64.985001	-1.885928E-8
64.989998	-1.838198E-7
65.000000	-1.922017E-7
65.004997	-3.698515E-7
65.014999	-2.937159E-7
65.019997	-2.768356E-7
65.029999	-3.064051E-7
65.035004	-2.387678E-7
65.044998	-2.853340E-7
65.050003	-1.541339E-7
65.059998	-4.628673E-7
65.065002	-2.683373E-7
65.074997	-4.121102E-7
65.080002	-1.330627E-7
65.089996	-3.105961E-7
65.095001	-7.799827E-8
65.105003	-3.190944E-7
65.110001	-1.668232E-7
65.120003	-1.922017E-7
65.125000	-1.862645E-9
65.135002	-3.190944E-7
65.139999	-1.885928E-8
65.150002	-2.302695E-7
65.154999	-2.810266E-7
65.165001	-2.345769E-7
65.169998	-2.133893E-7
65.180000	-1.965091E-7
65.184998	-1.499429E-7
65.195000	-2.387678E-7
65.199997	-1.922017E-7
65.209999	-1.626322E-7
65.214996	-1.711305E-7
65.224998	1.501758E-8
65.230003	-3.275927E-7
65.239998	-1.457520E-7
65.245003	-1.922017E-7
65.254997	-3.154855E-8
65.260002	-4.423782E-8
65.269997	-1.584413E-7
65.275002	-3.105961E-7
65.285004	-2.091983E-7
65.290001	-2.048910E-7
65.300003	-2.218876E-7
65.305000	-1.862645E-9
65.315002	-1.668232E-7
65.320000	-1.033768E-7
65.330002	-2.218876E-7
65.334999	-6.961636E-8
65.345001	-9.499490E-8
65.349998	-2.514571E-7
65.360001	-1.033768E-7
65.364998	-8.230563E-8
65.375000	-1.287553E-7
65.379997	-7.380731E-8
65.389999	-6.170012E-9
65.394997	-1.965091E-7
65.404999	-1.330627E-7
65.410004	-2.726447E-7
65.419998	-2.556480E-7
65.425003	-6.961636E-8
65.434998	-4.423782E-8
65.440002	-1.160661E-7
65.449997	-4.423782E-8
65.455002	-2.175802E-7
65.464996	-8.230563E-8
65.470001	-2.260786E-7
65.480003	-1.287553E-7
65.485001	-2.007000E-7
65.495003	-1.626322E-7
65.500000	-9.068754E-8
65.510002	-2.302695E-7
65.514999	-1.965091E-7
65.525002	-1.838198E-7
65.529999	-2.007000E-7
65.540001	-1.499429E-7
65.544998	-4.842877E-8
65.555000	-1.885928E-8
65.559998	-6.530900E-8
65.570000	-1.457520E-7
65.574997	6.146729E-8
65.584999	-1.499429E-7
65.589996	-2.683373E-7
65.599998	1.501758E-8
65.605003	1.207227E-7
65.614998	-7.799827E-8
65.620003	-1.541339E-7
65.629997	-1.626322E-7
65.635002	-1.414446E-7
65.644997	6.146729E-8
65.650002	-1.245644E-7
65.660004	5.727634E-8
65.665001	-2.599554E-7
65.675003	6.996561E-8
65.680000	1.165317E-7
65.690002	1.501758E-8
65.695000	8.265488E-8
65.705002	2.391171E-7
65.709999	-6.111804E-8
65.720001	3.189780E-8
65.724998	8.684583E-8
65.735001	3.189780E-8
65.739998	6.146729E-8
65.750000	7.415656E-8
65.754997	1.502922E-7
65.764999	2.771849E-7
65.769997	1.122244E-7
65.779999	2.222368E-7
65.785004	2.095476E-7
65.794998	1.714798E-7
65.800003	2.351590E-8
65.809998	1.841690E-7
65.815002	7.846393E-8
65.824997	6.577466E-8
65.830002	1.419103E-7
65.839996	1.756707E-7
65.845001	3.533205E-7
65.855003	3.786990E-7
65.860001	1.038425E-7
65.870003	1.968583E-7
65.875000	2.898742E-7
65.885002	2.686866E-7
65.889999	2.813758E-7
65.900002	1.926674E-7
65.904999	3.448222E-7
65.915001	3.871974E-7
65.919998	4.294561E-7
65.930000	3.194436E-7
65.934998	3.533205E-7
65.945000	4.885951E-7
65.949997	2.180459E-7
65.959999	3.575115E-7
65.964996	4.378380E-7
65.974998	5.393522E-7
65.980003	4.548347E-7
65.989998	3.406312E-7
65.995003	3.152527E-7
66.004997	5.266629E-7
66.010002	4.717149E-7
66.019997	4.675239E-7
66.025002	7.043127E-7
66.035004	5.055917E-7
66.040001	5.520415E-7
66.050003	4.844042E-7
66.055000	5.859183E-7
66.065002	7.255003E-7
66.070000	6.196788E-7
66.080002	6.069895E-7
66.084999	6.535556E-7
66.095001	5.732290E-7
66.099998	6.662449E-7
66.110001	6.027985E-7
66.114998	6.577466E-7
66.125000	8.692732E-7
66.129997	8.185161E-7
66.139999	8.988427E-7
66.144997	1.038425E-6
66.154999	8.734642E-7
66.160004	8.480856E-7
66.169998	8.692732E-7
66.175003	9.791693E-7
66.184998	1.072185E-6
66.190002	8.353963E-7
66.199997	1.004548E-6
66.205002	9.833602E-7
66.214996	1.101871E-6
66.220001	1.114560E-6
66.230003	1.152512E-6
66.235001	1.182198E-6
66.245003	1.393608E-6
66.250000	1.237146E-6
66.260002	1.203269E-6
