10.000	0.037
20.000	0.036
30.000	0.036
40.000	0.038
50.000	0.035
60.000	0.036
70.000	0.039
80.000	0.035
90.000	0.038
100.000	0.038
110.000	0.037
120.000	0.040
130.000	0.040
140.000	0.036
150.000	0.038
160.000	0.038
170.000	0.037
180.000	0.043
190.000	0.040
200.000	0.036
210.000	0.039
220.000	0.040
230.000	0.035
240.000	0.040
250.000	0.035
260.000	0.039
270.000	0.036
280.000	0.039
290.000	0.035
300.000	0.036
310.000	0.034
320.000	0.035
330.000	0.036
340.000	0.039
350.000	0.040
360.000	0.040
370.000	0.037
380.000	0.038
390.000	0.040
400.000	0.038
410.000	0.041
420.000	0.040
430.000	0.036
440.000	0.035
450.000	0.041
460.000	0.040
470.000	0.041
480.000	0.038
490.000	0.040
500.000	0.040
510.000	0.039
520.000	0.038
530.000	0.038
540.000	0.039
550.000	0.040
560.000	0.044
570.000	0.040
580.000	0.039
590.000	0.039
600.000	0.038
610.000	0.041
620.000	0.039
630.000	0.039
640.000	0.038
650.000	0.042
660.000	0.041
670.000	0.039
680.000	0.035
690.000	0.034
700.000	0.035
710.000	0.037
720.000	0.039
730.000	0.038
740.000	0.037
750.000	0.038
760.000	0.041
770.000	0.039
780.000	0.036
790.000	0.037
800.000	0.038
810.000	0.040
820.000	0.041
830.000	0.042
840.000	0.042
850.000	0.040
860.000	0.039
870.000	0.040
880.000	0.038
890.000	0.040
900.000	0.038
910.000	0.044
920.000	0.043
930.000	0.041
940.000	0.039
950.000	0.039
960.000	0.038
970.000	0.042
980.000	0.042
990.000	0.040
1000.000	0.042
1010.000	0.040
1020.000	0.039
1030.000	0.040
1040.000	0.039
1050.000	0.039
1060.000	0.042
1070.000	0.043
1080.000	0.044
1090.000	0.040
1100.000	0.042
1110.000	0.041
1120.000	0.040
1130.000	0.040
1140.000	0.039
1150.000	0.040
1160.000	0.039
1170.000	0.042
1180.000	0.038
1190.000	0.039
1200.000	0.040
1210.000	0.040
1220.000	0.038
1230.000	0.038
1240.000	0.039
1250.000	0.041
1260.000	0.037
1270.000	0.041
1280.000	0.038
1290.000	0.038
1300.000	0.043
1310.000	0.040
1320.000	0.040
1330.000	0.038
1340.000	0.037
1350.000	0.039
1360.000	0.041
1370.000	0.040
1380.000	0.039
1390.000	0.037
1400.000	0.039
1410.000	0.043
1420.000	0.041
1430.000	0.038
1440.000	0.037
1450.000	0.039
1460.000	0.041
1470.000	0.038
1480.000	0.039
1490.000	0.041
1500.000	0.044
1510.000	0.042
1520.000	0.038
1530.000	0.036
1540.000	0.037
1550.000	0.041
1560.000	0.041
1570.000	0.040
1580.000	0.036
1590.000	0.035
1600.000	0.035
1610.000	0.036
1620.000	0.041
1630.000	0.040
1640.000	0.038
1650.000	0.036
1660.000	0.038
1670.000	0.043
1680.000	0.044
1690.000	0.040
1700.000	0.040
1710.000	0.040
1720.000	0.040
1730.000	0.036
1740.000	0.038
1750.000	0.041
1760.000	0.041
1770.000	0.041
1780.000	0.038
1790.000	0.038
1800.000	0.039
1810.000	0.040
1820.000	0.040
1830.000	0.039
1840.000	0.039
1850.000	0.039
1860.000	0.040
1870.000	0.037
1880.000	0.038
1890.000	0.040
1900.000	0.039
1910.000	0.040
1920.000	0.039
1930.000	0.041
1940.000	0.047
1950.000	0.045
1960.000	0.043
1970.000	0.040
1980.000	0.040
1990.000	0.041
2000.000	0.041
2010.000	0.042
2020.000	0.041
2030.000	0.039
2040.000	0.036
2050.000	0.036
2060.000	0.043
2070.000	0.043
2080.000	0.040
2090.000	0.038
2100.000	0.038
2110.000	0.038
2120.000	0.043
2130.000	0.042
2140.000	0.043
2150.000	0.042
2160.000	0.043
2170.000	0.045
2180.000	0.047
2190.000	0.046
2200.000	0.042
2210.000	0.046
2220.000	0.039
2230.000	0.041
2240.000	0.040
2250.000	0.041
2260.000	0.045
2270.000	0.041
2280.000	0.038
2290.000	0.041
2300.000	0.043
2310.000	0.044
2320.000	0.039
2330.000	0.044
2340.000	0.043
2350.000	0.043
2360.000	0.044
2370.000	0.044
2380.000	0.043
2390.000	0.042
2400.000	0.039
2410.000	0.039
2420.000	0.039
2430.000	0.039
2440.000	0.040
2450.000	0.039
2460.000	0.041
2470.000	0.043
2480.000	0.041
2490.000	0.043
2500.000	0.043
2510.000	0.042
2520.000	0.041
2530.000	0.044
2540.000	0.039
2550.000	0.040
2560.000	0.038
2570.000	0.041
2580.000	0.041
2590.000	0.046
2600.000	0.042
2610.000	0.043
2620.000	0.039
2630.000	0.036
2640.000	0.040
2650.000	0.043
2660.000	0.042
2670.000	0.042
2680.000	0.041
2690.000	0.037
2700.000	0.041
2710.000	0.042
2720.000	0.046
2730.000	0.044
2740.000	0.041
2750.000	0.041
2760.000	0.039
2770.000	0.043
2780.000	0.045
