Record Length,2500,Points,-71.999995271E-6,0.0,,Record Length,2500,Points,-71.999995271E-6,-96.000000834E-3,
Sample Interval,400.00000467E-9,s,-71.599992225E-6,8.000000380E-3,,Sample Interval,400.00000467E-9,s,-71.599992225E-6,-96.000000834E-3,
Trigger Point,179.99998607,Samples,-71.199996455E-6,4.00000019E-3,,Trigger Point,179.99998607,Samples,-71.199996455E-6,-104.0000021E-3,
,,,-70.799993409E-6,8.000000380E-3,,,,,-70.799993409E-6,-96.000000834E-3,
,,,-70.399997639E-6,4.00000019E-3,,,,,-70.399997639E-6,-104.0000021E-3,
,,,-69.999994594E-6,8.000000380E-3,,,,,-69.999994594E-6,-88.000006974E-3,
Source,CH1,,-69.599998824E-6,4.00000019E-3,,Source,CH2,,-69.599998824E-6,-96.000000834E-3,
Vertical Units,Volts,,-69.199995778E-6,12.0000001E-3,,Vertical Units,Volts,,-69.199995778E-6,-88.000006974E-3,
Vertical Scale,100.0000047E-3,,-68.799992732E-6,12.0000001E-3,,Vertical Scale,200.00000950E-3,,-68.799992732E-6,-88.000006974E-3,
Vertical Offset,0,,-68.399996962E-6,-4.00000019E-3,,Vertical Offset,0,,-68.399996962E-6,-88.000006974E-3,
Horizontal Units,s,,-67.999993917E-6,8.000000380E-3,,Horizontal Units,s,,-67.999993917E-6,-96.000000834E-3,
Horizontal Scale,100.0000012E-6,,-67.599998147E-6,4.00000019E-3,,Horizontal Scale,100.0000012E-6,,-67.599998147E-6,-80.000005662E-3,
Pt Fmt,Y,,-67.199995101E-6,4.00000019E-3,,Pt Fmt,Y,,-67.199995101E-6,-96.000000834E-3,
Yzero,3.28000000,,-66.799992055E-6,0.0,,Yzero,-2.4400000,,-66.799992055E-6,-88.000006974E-3,
Probe Atten,10.0000000,,-66.399996285E-6,4.00000019E-3,,Probe Atten,10.0000000,,-66.399996285E-6,-96.000000834E-3,
,,,-65.999993240E-6,4.00000019E-3,,,,,-65.999993240E-6,-96.000000834E-3,
Note,TDS 1001B - 11:33:19   17.04.2023,,-65.599997470E-6,4.00000019E-3,,Note,TDS 1001B - 11:33:19   17.04.2023,,-65.599997470E-6,-96.000000834E-3,
,,,-65.199994424E-6,0.0,,,,,-65.199994424E-6,-112.0000035E-3,
,,,-64.799998654E-6,4.00000019E-3,,,,,-64.799998654E-6,-104.0000021E-3,
,,,-64.399995608E-6,8.000000380E-3,,,,,-64.399995608E-6,-80.000005662E-3,
,,,-63.999992562E-6,4.00000019E-3,,,,,-63.999992562E-6,-96.000000834E-3,
,,,-63.599996793E-6,0.0,,,,,-63.599996793E-6,-96.000000834E-3,
,,,-63.199993747E-6,4.00000019E-3,,,,,-63.199993747E-6,-104.0000021E-3,
,,,-62.799997977E-6,-4.00000019E-3,,,,,-62.799997977E-6,-96.000000834E-3,
,,,-62.399994931E-6,4.00000019E-3,,,,,-62.399994931E-6,-88.000006974E-3,
,,,-61.999991885E-6,-4.00000019E-3,,,,,-61.999991885E-6,-104.0000021E-3,
,,,-61.599996116E-6,4.00000019E-3,,,,,-61.599996116E-6,-96.000000834E-3,
,,,-61.199993070E-6,-4.00000019E-3,,,,,-61.199993070E-6,-88.000006974E-3,
,,,-60.799993662E-6,4.00000019E-3,,,,,-60.799993662E-6,-104.0000021E-3,
,,,-60.399994254E-6,8.000000380E-3,,,,,-60.399994254E-6,-112.0000035E-3,
,,,-59.999994846E-6,4.00000019E-3,,,,,-59.999994846E-6,-120.0000048E-3,
,,,-59.599995438E-6,4.00000019E-3,,,,,-59.599995438E-6,-96.000000834E-3,
,,,-59.199996031E-6,8.000000380E-3,,,,,-59.199996031E-6,-88.000006974E-3,
,,,-58.799996623E-6,0.0,,,,,-58.799996623E-6,-104.0000021E-3,
,,,-58.399993577E-6,4.00000019E-3,,,,,-58.399993577E-6,-96.000000834E-3,
,,,-57.999994169E-6,8.000000380E-3,,,,,-57.999994169E-6,-112.0000035E-3,
,,,-57.599994761E-6,0.0,,,,,-57.599994761E-6,-88.000006974E-3,
,,,-57.199995354E-6,12.0000001E-3,,,,,-57.199995354E-6,-88.000006974E-3,
,,,-56.799995946E-6,0.0,,,,,-56.799995946E-6,-104.0000021E-3,
,,,-56.399996538E-6,4.00000019E-3,,,,,-56.399996538E-6,-104.0000021E-3,
,,,-55.999993492E-6,0.0,,,,,-55.999993492E-6,-112.0000035E-3,
,,,-55.599994084E-6,12.0000001E-3,,,,,-55.599994084E-6,-104.0000021E-3,
,,,-55.199994677E-6,8.000000380E-3,,,,,-55.199994677E-6,-104.0000021E-3,
,,,-54.799995269E-6,8.000000380E-3,,,,,-54.799995269E-6,-104.0000021E-3,
,,,-54.39999586E-6,4.00000019E-3,,,,,-54.39999586E-6,-96.000000834E-3,
