Record Length,2500,Points,-29.99999924E-6,0.0,,Record Length,2500,Points,-29.99999924E-6,-80.000005662E-3,
Sample Interval,200.00000234E-9,s,-29.79999954E-6,-400.00000596E-3,,Sample Interval,200.00000234E-9,s,-29.79999954E-6,-80.000005662E-3,
Trigger Point,149.99999446,Samples,-29.59999983E-6,-400.00000596E-3,,Trigger Point,149.99999446,Samples,-29.59999983E-6,-88.000006974E-3,
,,,-29.40000013E-6,-200.00000298E-3,,,,,-29.40000013E-6,-88.000006974E-3,
,,,-29.19999861E-6,-200.00000298E-3,,,,,-29.19999861E-6,-96.000000834E-3,
,,,-28.99999890E-6,-200.00000298E-3,,,,,-28.99999890E-6,-96.000000834E-3,
Source,CH1,,-28.79999920E-6,0.0,,Source,CH2,,-28.79999920E-6,-80.000005662E-3,
Vertical Units,Volts,,-28.59999950E-6,200.00000298E-3,,Vertical Units,Volts,,-28.59999950E-6,-96.000000834E-3,
Vertical Scale,5.00000007,,-28.39999979E-6,0.0,,Vertical Scale,200.00000950E-3,,-28.39999979E-6,-120.0000048E-3,
Vertical Offset,0,,-28.20000009E-6,0.0,,Vertical Offset,0,,-28.20000009E-6,-88.000006974E-3,
Horizontal Units,s,,-27.99999857E-6,200.00000298E-3,,Horizontal Units,s,,-27.99999857E-6,-96.000000834E-3,
Horizontal Scale,50.00000058E-6,,-27.79999886E-6,0.0,,Horizontal Scale,50.00000058E-6,,-27.79999886E-6,-88.000006974E-3,
Pt Fmt,Y,,-27.59999916E-6,200.00000298E-3,,Pt Fmt,Y,,-27.59999916E-6,-104.0000021E-3,
Yzero,-3.48000000,,-27.39999945E-6,0.0,,Yzero,-2.4400000,,-27.39999945E-6,-96.000000834E-3,
Probe Atten,10.0000000,,-27.19999975E-6,0.0,,Probe Atten,10.0000000,,-27.19999975E-6,-88.000006974E-3,
,,,-27.00000005E-6,200.00000298E-3,,,,,-27.00000005E-6,-96.000000834E-3,
Note,TDS 1001B - 11:28:15   17.04.2023,,-26.79999852E-6,200.00000298E-3,,Note,TDS 1001B - 11:28:15   17.04.2023,,-26.79999852E-6,-80.000005662E-3,
,,,-26.59999882E-6,200.00000298E-3,,,,,-26.59999882E-6,-80.000005662E-3,
,,,-26.39999911E-6,0.0,,,,,-26.39999911E-6,-88.000006974E-3,
,,,-26.19999941E-6,0.0,,,,,-26.19999941E-6,-96.000000834E-3,
,,,-25.99999971E-6,0.0,,,,,-25.99999971E-6,-104.0000021E-3,
,,,-25.80000000E-6,-400.00000596E-3,,,,,-25.80000000E-6,-96.000000834E-3,
,,,-25.59999848E-6,-200.00000298E-3,,,,,-25.59999848E-6,-96.000000834E-3,
,,,-25.39999878E-6,-200.00000298E-3,,,,,-25.39999878E-6,-88.000006974E-3,
,,,-25.19999907E-6,200.00000298E-3,,,,,-25.19999907E-6,-96.000000834E-3,
,,,-24.99999937E-6,0.0,,,,,-24.99999937E-6,-88.000006974E-3,
,,,-24.79999966E-6,-400.00000596E-3,,,,,-24.79999966E-6,-112.0000035E-3,
,,,-24.59999996E-6,0.0,,,,,-24.59999996E-6,-88.000006974E-3,
,,,-24.39999844E-6,-200.00000298E-3,,,,,-24.39999844E-6,-112.0000035E-3,
,,,-24.19999873E-6,0.0,,,,,-24.19999873E-6,-104.0000021E-3,
,,,-23.99999903E-6,0.0,,,,,-23.99999903E-6,-88.000006974E-3,
,,,-23.79999933E-6,0.0,,,,,-23.79999933E-6,-104.0000021E-3,
,,,-23.59999962E-6,400.00000596E-3,,,,,-23.59999962E-6,-104.0000021E-3,
,,,-23.39999992E-6,200.00000298E-3,,,,,-23.39999992E-6,-96.000000834E-3,
,,,-23.19999840E-6,0.0,,,,,-23.19999840E-6,-96.000000834E-3,
,,,-22.99999869E-6,200.00000298E-3,,,,,-22.99999869E-6,-96.000000834E-3,
,,,-22.79999899E-6,200.00000298E-3,,,,,-22.79999899E-6,-96.000000834E-3,
,,,-22.59999928E-6,0.0,,,,,-22.59999928E-6,-104.0000021E-3,
,,,-22.39999958E-6,-200.00000298E-3,,,,,-22.39999958E-6,-88.000006974E-3,
,,,-22.19999988E-6,400.00000596E-3,,,,,-22.19999988E-6,-96.000000834E-3,
,,,-21.99999835E-6,200.00000298E-3,,,,,-21.99999835E-6,-96.000000834E-3,
,,,-21.79999865E-6,200.00000298E-3,,,,,-21.79999865E-6,-88.000006974E-3,
,,,-21.59999895E-6,-200.00000298E-3,,,,,-21.59999895E-6,-96.000000834E-3,
,,,-21.39999924E-6,200.00000298E-3,,,,,-21.39999924E-6,-88.000006974E-3,
,,,-21.19999954E-6,200.00000298E-3,,,,,-21.19999954E-6,-88.000006974E-3,
,,,-20.99999983E-6,0.0,,,,,-20.99999983E-6,-104.0000021E-3,
,,,-20.79999831E-6,-400.00000596E-3,,,,,-20.79999831E-6,-112.0000035E-3,
,,,-20.59999861E-6,-200.00000298E-3,,,,,-20.59999861E-6,-96.000000834E-3,
,,,-20.39999890E-6,-200.00000298E-3,,,,,-20.39999890E-6,-88.000006974E-3,
,,,-20.19999920E-6,0.0,,,,,-20.19999920E-6,-104.0000021E-3,
,,,-19.9999995E-6,0.0,,,,,-19.9999995E-6,-104.0000021E-3,
,,,-19.7999998E-6,0.0,,,,,-19.7999998E-6,-104.0000021E-3,
,,,-19.5999983E-6,-400.00000596E-3,,,,,-19.5999983E-6,-96.000000834E-3,
,,,-19.3999986E-6,0.0,,,,,-19.3999986E-6,-104.0000021E-3,
,,,-19.1999989E-6,-200.00000298E-3,,,,,-19.1999989E-6,-104.0000021E-3,
,,,-18.9999992E-6,0.0,,,,,-18.9999992E-6,-96.000000834E-3,
,,,-18.7999995E-6,0.0,,,,,-18.7999995E-6,-96.000000834E-3,
,,,-18.5999997E-6,200.00000298E-3,,,,,-18.5999997E-6,-96.000000834E-3,
,,,-18.3999982E-6,0.0,,,,,-18.3999982E-6,-88.000006974E-3,
,,,-18.1999985E-6,200.00000298E-3,,,,,-18.1999985E-6,-104.0000021E-3,
,,,-17.9999988E-6,200.00000298E-3,,,,,-17.9999988E-6,-104.0000021E-3,
,,,-17.7999991E-6,0.0,,,,,-17.7999991E-6,-112.0000035E-3,
,,,-17.5999994E-6,0.0,,,,,-17.5999994E-6,-104.0000021E-3,
