3.211743469e+02	1.044150122e-04
3.212820129e+02	2.418947872e-03
3.213896790e+02	8.527226164e-04
3.214973755e+02	-2.140507801e-03
3.216050720e+02	-1.705445233e-03
3.217127686e+02	1.862067729e-03
3.218204956e+02	1.583627774e-03
3.219281921e+02	-2.610375232e-04
3.220359192e+02	-1.044150122e-04
3.221436462e+02	2.679985482e-03
3.222513733e+02	3.637122922e-03
3.223591309e+02	-1.322590164e-03
3.224668884e+02	-2.088300243e-04
3.225746460e+02	2.349337796e-03
3.226824036e+02	3.184658010e-03
3.227901611e+02	-1.252980204e-03
3.228979492e+02	-3.828550689e-04
3.230057373e+02	3.097645473e-03
3.231135254e+02	2.923620399e-03
3.232213135e+02	-4.872700665e-04
3.233291016e+02	-6.961001200e-04
3.234369202e+02	-7.135025808e-04
3.235447388e+02	1.914275228e-03
3.236525574e+02	1.026747632e-03
3.237604065e+02	-1.931677805e-03
3.238682251e+02	9.397351532e-04
3.239760742e+02	1.061552670e-03
3.240839233e+02	-2.279727720e-03
3.241918030e+02	1.165967667e-03
3.242996521e+02	2.175312722e-03
3.244075317e+02	3.637122922e-03
3.245154114e+02	-1.461810200e-03
3.246232910e+02	4.176600487e-04
3.247312012e+02	-1.235577627e-03
3.248390808e+02	4.159198143e-03
3.249469910e+02	-4.524650576e-04
3.250549011e+02	1.078955131e-03
3.251628113e+02	1.670640195e-03
3.252707520e+02	2.262325259e-03
3.253786926e+02	-2.053495264e-03
3.254866333e+02	5.568800843e-04
3.255945740e+02	9.745401330e-04
3.257025146e+02	5.220750463e-04
3.258104858e+02	-6.438925629e-04
3.259184570e+02	9.397351532e-04
3.260264282e+02	3.898160532e-03
3.261343994e+02	6.786976010e-04
3.262424011e+02	7.483076188e-04
3.263504028e+02	-3.132450511e-04
3.264584045e+02	9.919425938e-04
3.265664063e+02	-1.026747632e-03
3.266744080e+02	-3.654525615e-03
3.267824402e+02	-1.670640195e-03
3.268904724e+02	4.942310508e-03
3.269985046e+02	1.357395202e-03
3.271065369e+02	-6.612950820e-04
3.272145996e+02	4.002575588e-04
3.273226318e+02	3.515305463e-03
3.274306946e+02	4.803090822e-03
3.275387878e+02	-6.438925629e-04
3.276468506e+02	-2.349337796e-03
3.277549438e+02	2.749595325e-03
3.278630066e+02	3.515305463e-03
3.279710999e+02	-8.701251500e-05
3.280792236e+02	-1.096357708e-03
3.281873169e+02	0.000000000e+00
3.282954407e+02	3.149852855e-03
3.284035645e+02	-8.701251500e-05
3.285116882e+02	-7.309050998e-04
3.286198425e+02	1.427005162e-03
3.287279663e+02	1.078955131e-03
3.288361206e+02	-2.871413017e-03
3.289442749e+02	1.044150122e-04
3.290524292e+02	2.471155254e-03
3.291606140e+02	2.192715416e-03
3.292687988e+02	-8.179176366e-04
3.293769836e+02	-1.566225255e-04
3.294851685e+02	2.105702879e-03
3.295933533e+02	2.627777867e-03
3.297015686e+02	-1.844665268e-03
3.298097839e+02	-1.322590164e-03
3.299179993e+02	4.785688128e-03
3.300262146e+02	4.211405758e-03
3.301344299e+02	-5.916850641e-04
3.302426758e+02	-1.287785126e-03
3.303509216e+02	2.645180328e-03
3.304591675e+02	1.583627774e-03
3.305674133e+02	-1.357395202e-03
3.306756897e+02	-5.220750609e-05
3.307839661e+02	2.001287881e-03
3.308922424e+02	1.183370128e-03
3.310005188e+02	-1.218175166e-03
3.311088257e+02	-1.601030235e-03
3.312171021e+02	4.037380684e-03
3.313254089e+02	2.749595325e-03
3.314337158e+02	-4.176600487e-04
3.315420532e+02	1.148565207e-03
3.316503601e+02	2.871413017e-03
3.317586975e+02	4.716078285e-03
3.318670349e+02	-1.809860230e-03
