Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:33:02

Start Time	23.01.2023 16:32:11
End Time	23.01.2023 16:32:48


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:32:11

Mass [amu]	Ion Current [A]
14,75	2,252214e-013
14,78	2,407767e-013
14,81	2,516010e-013
14,84	2,570747e-013
14,88	2,569292e-013
14,91	2,504077e-013
14,94	2,389787e-013
14,97	2,265867e-013
15,00	2,154466e-013
15,03	2,033249e-013
15,06	1,871914e-013
15,09	1,685014e-013
15,13	1,517760e-013
15,16	1,382024e-013
15,19	1,244371e-013
15,22	1,089522e-013
15,25	9,506556e-014
15,28	8,539678e-014
15,31	7,769912e-014
15,34	6,869767e-014
15,38	6,273135e-014
15,41	8,612376e-014
15,44	2,126762e-013
15,47	5,983667e-013
15,50	1,502099e-012
15,53	3,240214e-012
15,56	5,998333e-012
15,59	9,508568e-012
15,63	1,297689e-011
15,66	1,566107e-011
15,69	1,747191e-011
15,72	1,875571e-011
15,75	1,976041e-011
15,78	2,053134e-011
15,81	2,106357e-011
15,84	2,137847e-011
15,88	2,151932e-011
15,91	2,153810e-011
15,94	2,148220e-011
15,97	2,136793e-011
16,00	2,116640e-011
16,03	2,083255e-011
16,06	2,034075e-011
16,09	1,967199e-011
16,13	1,878691e-011
16,16	1,767692e-011
16,19	1,646789e-011
16,22	1,538582e-011
16,25	1,454229e-011
16,28	1,380512e-011
16,31	1,293013e-011
16,34	1,179624e-011
16,38	1,047592e-011
16,41	9,052982e-012
16,44	7,462479e-012
16,47	5,639181e-012
16,50	3,752080e-012
16,53	2,157109e-012
16,56	1,128453e-012
16,59	6,809486e-013
16,63	6,270496e-013
16,66	7,491738e-013
16,69	9,081653e-013
16,72	1,045587e-012
16,75	1,147735e-012
16,78	1,220846e-012
16,81	1,276107e-012
16,84	1,318719e-012
16,88	1,347428e-012
16,91	1,361831e-012
16,94	1,365179e-012
16,97	1,360171e-012
17,00	1,346680e-012
17,03	1,324545e-012
17,06	1,294717e-012
17,09	1,256856e-012
17,13	1,208549e-012
17,16	1,147280e-012
17,19	1,073304e-012
17,22	9,937720e-013
17,25	9,222655e-013
17,28	8,675149e-013
17,31	8,233029e-013
17,34	7,726644e-013
17,38	6,997635e-013
17,41	5,991459e-013
17,44	4,805317e-013
17,47	3,734061e-013
17,50	3,340399e-013
17,53	4,389108e-013
17,56	7,469161e-013
17,59	1,254078e-012
17,63	1,886847e-012
17,66	2,539566e-012
17,69	3,121032e-012
17,72	3,583723e-012
17,75	3,927424e-012
17,78	4,178262e-012
17,81	4,362477e-012
17,84	4,494444e-012
17,88	4,578872e-012
17,91	4,619465e-012
17,94	4,624974e-012
17,97	4,605643e-012
18,00	4,566102e-012
18,03	4,504922e-012
18,06	4,419239e-012
18,09	4,306726e-012
18,13	4,162502e-012
18,16	3,976676e-012
18,19	3,744399e-012
18,22	3,487153e-012
18,25	3,251777e-012
18,28	3,068742e-012
18,31	2,918587e-012
18,34	2,752136e-012
18,38	2,532937e-012
18,41	2,251181e-012
18,44	1,907481e-012
18,47	1,501200e-012
18,50	1,045689e-012
18,53	5,914490e-013
18,56	2,164396e-013
18,59	-2,481095e-014
18,63	-1,403990e-013
18,66	-1,806525e-013
18,69	-1,911677e-013
18,72	-1,936624e-013
