Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
2,81	-1,959844e-013
2,84	-1,894989e-013
2,88	-1,847674e-013
2,91	-1,835778e-013
2,94	-1,857823e-013
2,97	-1,898164e-013
3,00	-1,941863e-013
3,03	-1,972298e-013
3,06	-1,969821e-013
3,09	-1,931551e-013
3,13	-1,881793e-013
3,16	-1,853607e-013
3,19	-1,862330e-013
3,22	-1,879659e-013
3,25	-1,795250e-013
3,28	-1,345324e-013
3,31	1,285444e-015
3,34	3,193471e-013
3,38	9,304942e-013
3,41	1,911937e-012
3,44	3,257932e-012
3,47	4,892243e-012
3,50	6,735932e-012
3,53	8,718436e-012
3,56	1,066210e-011
3,59	1,225294e-011
3,63	1,330654e-011
3,66	1,396846e-011
3,69	1,449928e-011
3,72	1,501354e-011
3,75	1,548978e-011
3,78	1,587295e-011
3,81	1,612518e-011
3,84	1,624271e-011
3,88	1,625033e-011
3,91	1,618163e-011
3,94	1,606345e-011
3,97	1,590706e-011
4,00	1,570178e-011
4,03	1,541987e-011
4,06	1,503322e-011
4,09	1,451463e-011
4,13	1,381171e-011
4,16	1,286075e-011
4,19	1,171998e-011
4,22	1,067065e-011
4,25	1,000050e-011
4,28	9,670658e-012
4,31	9,367365e-012
4,34	8,826634e-012
4,38	7,965200e-012
4,41	6,789134e-012
4,44	5,333386e-012
4,47	3,715186e-012
4,50	2,176839e-012
4,53	9,887900e-013
4,56	2,729430e-013
4,59	-5,366525e-014
4,63	-1,638617e-013
4,66	-1,911828e-013
4,69	-1,966229e-013
4,72	-1,966114e-013
4,75	-1,933165e-013
4,78	-1,894180e-013
4,81	-1,886809e-013
4,84	-1,906675e-013
4,88	-1,917589e-013
4,91	-1,908453e-013
4,94	-1,898630e-013
4,97	-1,909794e-013
5,00	-1,952260e-013
5,03	-2,015016e-013
5,06	-2,067018e-013
5,09	-2,086330e-013
5,13	-2,081111e-013
5,16	-2,066944e-013
5,19	-2,045656e-013
5,22	-2,022540e-013
5,25	-2,011527e-013
5,28	-2,010447e-013
5,31	-1,999350e-013
5,34	-1,965563e-013
5,38	-1,916360e-013
5,41	-1,871176e-013
5,44	-1,842885e-013
5,47	-1,831270e-013
5,50	-1,842512e-013
5,53	-1,889548e-013
5,56	-1,956993e-013
5,59	-2,006134e-013
5,63	-2,025030e-013
5,66	-2,032735e-013
5,69	-2,040522e-013
5,72	-2,041051e-013
5,75	-2,025819e-013
5,78	-2,000668e-013
5,81	-1,990740e-013
5,84	-2,017735e-013
5,88	-2,063697e-013
5,91	-2,087355e-013
5,94	-2,074461e-013
5,97	-2,038092e-013
6,00	-1,995132e-013
6,03	-1,966618e-013
6,06	-1,965620e-013
6,09	-1,974754e-013
6,13	-1,966230e-013
6,16	-1,947479e-013
6,19	-1,959607e-013
6,22	-2,023975e-013
6,25	-2,113001e-013
6,28	-2,181806e-013
6,31	-2,207182e-013
6,34	-2,185352e-013
6,38	-2,122659e-013
6,41	-2,045431e-013
6,44	-1,987721e-013
6,47	-1,964364e-013
6,50	-1,975892e-013
6,53	-2,017943e-013
6,56	-2,069891e-013
6,59	-2,097712e-013
6,63	-2,080330e-013
6,66	-2,027995e-013
6,69	-1,970870e-013
6,72	-1,935643e-013
6,75	-1,938527e-013
6,78	-1,979229e-013
6,81	-2,026979e-013
6,84	-2,040986e-013
6,88	-2,010213e-013
6,91	-1,945713e-013
6,94	-1,863749e-013
6,97	-1,800667e-013
7,00	-1,792201e-013
7,03	-1,830821e-013
7,06	-1,880772e-013
7,09	-1,914393e-013
7,13	-1,922077e-013
7,16	-1,918405e-013
7,19	-1,930782e-013
7,22	-1,960920e-013
7,25	-1,977536e-013
7,28	-1,956306e-013
7,31	-1,912261e-013
7,34	-1,890247e-013
7,38	-1,926102e-013
7,41	-2,015573e-013
7,44	-2,117331e-013
7,47	-2,182178e-013
7,50	-2,187085e-013
7,53	-2,149859e-013
7,56	-2,102812e-013
7,59	-2,054386e-013
7,63	-2,000104e-013
7,66	-1,959680e-013
7,69	-1,959710e-013
7,72	-1,993349e-013
7,75	-2,032636e-013
7,78	-2,055818e-013
7,81	-2,049489e-013
7,84	-2,008336e-013
7,88	-1,932666e-013
7,91	-1,831634e-013
7,94	-1,741535e-013
7,97	-1,718700e-013
8,00	-1,792747e-013
8,03	-1,929894e-013
8,06	-2,058519e-013
8,09	-2,130263e-013
8,13	-2,134832e-013
8,16	-2,076344e-013
8,19	-1,980410e-013
8,22	-1,901679e-013
8,25	-1,882147e-013
8,28	-1,917762e-013
8,31	-1,971601e-013
8,34	-2,001303e-013
8,38	-1,988563e-013
8,41	-1,955115e-013
8,44	-1,941510e-013
8,47	-1,969591e-013
8,50	-2,024967e-013
8,53	-2,067226e-013
8,56	-2,063113e-013
8,59	-2,017428e-013
8,63	-1,965260e-013
8,66	-1,936104e-013
8,69	-1,929712e-013
8,72	-1,926971e-013
8,75	-1,918857e-013
8,78	-1,910593e-013
8,81	-1,904154e-013
8,84	-1,900712e-013
8,88	-1,908872e-013
8,91	-1,927308e-013
8,94	-1,939371e-013
8,97	-1,932425e-013
9,00	-1,904238e-013
9,03	-1,860761e-013
9,06	-1,814549e-013
9,09	-1,776515e-013
9,13	-1,755090e-013
9,16	-1,755233e-013
9,19	-1,767859e-013
9,22	-1,780432e-013
9,25	-1,791539e-013
9,28	-1,797511e-013
9,31	-1,795987e-013
9,34	-1,805627e-013
9,38	-1,846267e-013
9,41	-1,910620e-013
9,44	-1,971876e-013
9,47	-2,002299e-013
9,50	-1,991450e-013
9,53	-1,955946e-013
9,56	-1,918690e-013
9,59	-1,892739e-013
9,63	-1,887954e-013
9,66	-1,900264e-013
9,69	-1,905400e-013
9,72	-1,892583e-013
9,75	-1,885430e-013
9,78	-1,911255e-013
9,81	-1,966696e-013
9,84	-2,021573e-013
9,88	-2,046311e-013
9,91	-2,038750e-013
9,94	-2,025188e-013
9,97	-2,026278e-013
10,00	-2,033426e-013
10,03	-2,029402e-013
10,06	-2,012125e-013
10,09	-1,990959e-013
10,13	-1,973507e-013
10,16	-1,955992e-013
10,19	-1,930106e-013
10,22	-1,898222e-013
10,25	-1,866802e-013
10,28	-1,840555e-013
10,31	-1,834830e-013
10,34	-1,860939e-013
10,38	-1,901168e-013
10,41	-1,928410e-013
10,44	-1,940944e-013
10,47	-1,964334e-013
10,50	-2,018829e-013
10,53	-2,087018e-013
10,56	-2,119823e-013
10,59	-2,082129e-013
10,63	-1,995804e-013
10,66	-1,924866e-013
10,69	-1,906507e-013
10,72	-1,915057e-013
10,75	-1,914533e-013
10,78	-1,913908e-013
10,81	-1,934220e-013
10,84	-1,965665e-013
10,88	-1,994674e-013
10,91	-2,022992e-013
10,94	-2,045389e-013
10,97	-2,054826e-013
11,00	-2,056512e-013
11,03	-2,048607e-013
11,06	-2,014914e-013
11,09	-1,948097e-013
11,13	-1,868429e-013
11,16	-1,816057e-013
11,19	-1,813275e-013
11,22	-1,845588e-013
11,25	-1,889347e-013
11,28	-1,919443e-013
11,31	-1,900416e-013
11,34	-1,829157e-013
11,38	-1,764015e-013
11,41	-1,760642e-013
11,44	-1,797052e-013
11,47	-1,777535e-013
11,50	-1,592668e-013
11,53	-1,188301e-013
11,56	-6,060157e-014
11,59	4,590900e-015
11,63	6,669298e-014
11,66	1,205903e-013
11,69	1,653133e-013
11,72	2,016033e-013
11,75	2,303436e-013
11,78	2,530576e-013
11,81	2,717079e-013
11,84	2,869030e-013
11,88	2,983106e-013
11,91	3,052852e-013
11,94	3,057367e-013
11,97	2,987647e-013
12,00	2,881870e-013
12,03	2,787006e-013
12,06	2,696589e-013
12,09	2,563775e-013
12,13	2,367140e-013
12,16	2,127094e-013
12,19	1,870353e-013
12,22	1,616085e-013
12,25	1,379411e-013
12,28	1,163873e-013
12,31	9,591072e-014
12,34	7,442838e-014
12,38	4,908185e-014
12,41	1,759363e-014
12,44	-2,013412e-014
12,47	-6,182222e-014
12,50	-1,029190e-013
12,53	-1,373802e-013
12,56	-1,612284e-013
12,59	-1,754629e-013
12,63	-1,838038e-013
12,66	-1,888203e-013
12,69	-1,908766e-013
12,72	-1,890271e-013
12,75	-1,828882e-013
12,78	-1,731660e-013
12,81	-1,588075e-013
12,84	-1,361460e-013
12,88	-1,029029e-013
12,91	-6,067132e-014
12,94	-1,388372e-014
12,97	3,156615e-014
13,00	7,072976e-014
13,03	1,019607e-013
13,06	1,253337e-013
13,09	1,398344e-013
13,13	1,446143e-013
13,16	1,421923e-013
13,19	1,377914e-013
13,22	1,347141e-013
13,25	1,323277e-013
13,28	1,300713e-013
13,31	1,296458e-013
13,34	1,303161e-013
13,38	1,282978e-013
13,41	1,244833e-013
13,44	1,301415e-013
13,47	1,710900e-013
13,50	2,915874e-013
13,53	5,405069e-013
13,56	9,353973e-013
13,59	1,437874e-012
13,63	1,971180e-012
13,66	2,463530e-012
13,69	2,876654e-012
13,72	3,202288e-012
13,75	3,442490e-012
13,78	3,600520e-012
13,81	3,687957e-012
13,84	3,726925e-012
13,88	3,738345e-012
13,91	3,733857e-012
13,94	3,719853e-012
13,97	3,700812e-012
14,00	3,675492e-012
14,03	3,635136e-012
14,06	3,567934e-012
14,09	3,463563e-012
14,13	3,314966e-012
14,16	3,121014e-012
14,19	2,895217e-012
14,22	2,671957e-012
14,25	2,487260e-012
14,28	2,345182e-012
14,31	2,215061e-012
14,34	2,061367e-012
14,38	1,863910e-012
14,41	1,614258e-012
14,44	1,310027e-012
14,47	9,606970e-013
14,50	5,983503e-013
14,53	2,777468e-013
14,56	5,024275e-014
14,59	-7,157347e-014
14,63	-1,161263e-013
14,66	-1,224612e-013
14,69	-1,169340e-013
14,72	-1,124635e-013
14,75	-1,144440e-013
14,78	-1,220840e-013
14,81	-1,300525e-013
14,84	-1,336315e-013
14,88	-1,326434e-013
14,91	-1,307889e-013
14,94	-1,315406e-013
14,97	-1,339812e-013
15,00	-1,335408e-013
15,03	-1,284322e-013
15,06	-1,229901e-013
15,09	-1,225791e-013
15,13	-1,279503e-013
15,16	-1,361677e-013
15,19	-1,440320e-013
15,22	-1,490296e-013
15,25	-1,502711e-013
15,28	-1,498610e-013
15,31	-1,507748e-013
15,34	-1,532692e-013
15,38	-1,551965e-013
15,41	-1,540344e-013
15,44	-1,436756e-013
15,47	-1,062901e-013
15,50	-1,100415e-014
15,53	1,709518e-013
15,56	4,456506e-013
15,59	7,888189e-013
15,63	1,154486e-012
15,66	1,494441e-012
15,69	1,777823e-012
15,72	1,996670e-012
15,75	2,157624e-012
15,78	2,272107e-012
15,81	2,350068e-012
15,84	2,397634e-012
15,88	2,419562e-012
15,91	2,422396e-012
15,94	2,413758e-012
15,97	2,398023e-012
16,00	2,373301e-012
16,03	2,335510e-012
16,06	2,283483e-012
16,09	2,215099e-012
16,13	2,123183e-012
16,16	2,003023e-012
16,19	1,863741e-012
16,22	1,727950e-012
16,25	1,614634e-012
16,28	1,521480e-012
16,31	1,428404e-012
16,34	1,315704e-012
16,38	1,172149e-012
16,41	9,908964e-013
16,44	7,705042e-013
16,47	5,255435e-013
16,50	2,918280e-013
16,53	1,120928e-013
16,56	1,116342e-014
16,59	-1,600245e-014
16,63	4,651187e-015
16,66	4,444284e-014
16,69	8,458737e-014
16,72	1,171842e-013
16,75	1,411456e-013
16,78	1,593718e-013
16,81	1,742455e-013
16,84	1,844690e-013
16,88	1,885446e-013
16,91	1,879776e-013
16,94	1,857698e-013
16,97	1,847253e-013
17,00	1,857529e-013
17,03	1,863385e-013
17,06	1,830887e-013
17,09	1,748828e-013
17,13	1,621179e-013
17,16	1,456692e-013
17,19	1,271186e-013
17,22	1,082688e-013
17,25	9,076096e-014
17,28	7,525734e-014
17,31	6,021478e-014
17,34	4,341482e-014
17,38	2,386359e-014
17,41	6,308034e-016
17,44	-2,637383e-014
17,47	-5,061002e-014
17,50	-5,511215e-014
17,53	-1,782029e-014
17,56	7,625051e-014
17,59	2,242153e-013
17,63	4,040525e-013
17,66	5,856155e-013
17,69	7,447994e-013
17,72	8,694020e-013
17,75	9,578672e-013
17,78	1,016826e-012
17,81	1,056914e-012
17,84	1,086534e-012
17,88	1,107853e-012
17,91	1,118602e-012
17,94	1,118120e-012
17,97	1,109901e-012
18,00	1,097167e-012
18,03	1,079660e-012
18,06	1,055851e-012
18,09	1,024966e-012
18,13	9,858994e-013
18,16	9,359550e-013
18,19	8,728983e-013
18,22	8,002434e-013
18,25	7,295227e-013
18,28	6,721866e-013
18,31	6,276146e-013
18,34	5,834351e-013
18,38	5,273215e-013
18,41	4,541020e-013
18,44	3,633331e-013
18,47	2,558710e-013
18,50	1,362712e-013
18,53	1,903599e-014
18,56	-7,355194e-014
18,59	-1,273248e-013
18,63	-1,471030e-013
18,66	-1,484708e-013
18,69	-1,445579e-013
18,72	-1,412391e-013
18,75	-1,379630e-013
18,78	-1,324917e-013
18,81	-1,263146e-013
18,84	-1,234577e-013
18,88	-1,255663e-013
18,91	-1,303069e-013
18,94	-1,332523e-013
18,97	-1,310744e-013
19,00	-1,244845e-013
19,03	-1,179351e-013
19,06	-1,155481e-013
19,09	-1,177871e-013
19,13	-1,218793e-013
19,16	-1,247301e-013
19,19	-1,253585e-013
19,22	-1,248248e-013
19,25	-1,244286e-013
19,28	-1,244730e-013
19,31	-1,238939e-013
19,34	-1,194464e-013
19,38	-1,009772e-013
19,41	-2,696857e-014
19,44	2,491581e-013
19,47	1,107479e-012
19,50	3,242583e-012
19,53	7,448123e-012
19,56	1,396640e-011
19,59	2,191690e-011
19,63	2,968920e-011
19,66	3,606846e-011
19,69	4,079174e-011
19,72	4,417574e-011
19,75	4,659395e-011
19,78	4,828080e-011
19,81	4,935869e-011
19,84	4,991239e-011
19,88	5,004272e-011
19,91	4,987677e-011
19,94	4,952250e-011
19,97	4,900298e-011
20,00	4,825784e-011
20,03	4,722551e-011
20,06	4,588745e-011
20,09	4,419859e-011
20,13	4,202742e-011
20,16	3,933764e-011
20,19	3,650195e-011
20,22	3,415470e-011
20,25	3,252757e-011
20,28	3,117288e-011
20,31	2,944664e-011
20,34	2,701526e-011
20,38	2,386085e-011
20,41	2,005339e-011
20,44	1,570842e-011
20,47	1,114963e-011
20,50	6,944671e-012
20,53	3,654448e-012
20,56	1,530694e-012
20,59	4,306878e-013
20,63	-1,380071e-014
20,66	-1,496041e-013
20,69	-1,788215e-013
20,72	-1,810192e-013
20,75	-1,778046e-013
20,78	-1,734540e-013
20,81	-1,695482e-013
20,84	-1,680600e-013
20,88	-1,702269e-013
20,91	-1,752660e-013
20,94	-1,809839e-013
20,97	-1,850067e-013
21,00	-1,857026e-013
21,03	-1,830021e-013
21,06	-1,784195e-013
21,09	-1,736425e-013
21,13	-1,698861e-013
21,16	-1,687226e-013
21,19	-1,711960e-013
21,22	-1,757906e-013
21,25	-1,794308e-013
21,28	-1,801910e-013
21,31	-1,775310e-013
21,34	-1,717019e-013
21,38	-1,647972e-013
21,41	-1,610761e-013
21,44	-1,642106e-013
21,47	-1,733111e-013
21,50	-1,824962e-013
21,53	-1,847530e-013
21,56	-1,766752e-013
21,59	-1,611480e-013
21,63	-1,454758e-013
21,66	-1,352384e-013
21,69	-1,299980e-013
21,72	-1,263874e-013
21,75	-1,229540e-013
21,78	-1,196678e-013
21,81	-1,164167e-013
21,84	-1,134137e-013
21,88	-1,107952e-013
21,91	-1,086820e-013
21,94	-1,077315e-013
21,97	-1,080467e-013
22,00	-1,084321e-013
22,03	-1,073756e-013
22,06	-1,043130e-013
22,09	-1,010565e-013
22,13	-1,016124e-013
22,16	-1,078925e-013
22,19	-1,162382e-013
22,22	-1,209960e-013
22,25	-1,211309e-013
22,28	-1,204324e-013
22,31	-1,217873e-013
22,34	-1,250052e-013
22,38	-1,297568e-013
22,41	-1,364723e-013
22,44	-1,444949e-013
22,47	-1,525329e-013
22,50	-1,601971e-013
22,53	-1,672741e-013
22,56	-1,727501e-013
22,59	-1,755308e-013
22,63	-1,754015e-013
22,66	-1,734587e-013
22,69	-1,716730e-013
22,72	-1,713948e-013
22,75	-1,728742e-013
22,78	-1,753541e-013
22,81	-1,762673e-013
22,84	-1,733023e-013
22,88	-1,681516e-013
22,91	-1,641248e-013
22,94	-1,614662e-013
22,97	-1,598493e-013
23,00	-1,617155e-013
23,03	-1,680774e-013
23,06	-1,748800e-013
23,09	-1,770438e-013
23,13	-1,738435e-013
23,16	-1,687140e-013
23,19	-1,649636e-013
23,22	-1,637237e-013
23,25	-1,660944e-013
23,28	-1,731315e-013
23,31	-1,821167e-013
23,34	-1,874227e-013
23,38	-1,863027e-013
23,41	-1,811378e-013
23,44	-1,760403e-013
23,47	-1,727222e-013
23,50	-1,706424e-013
23,53	-1,699699e-013
23,56	-1,712144e-013
23,59	-1,728017e-013
23,63	-1,725986e-013
23,66	-1,708173e-013
23,69	-1,692552e-013
23,72	-1,689231e-013
23,75	-1,692889e-013
23,78	-1,696683e-013
23,81	-1,713118e-013
23,84	-1,759146e-013
23,88	-1,814489e-013
23,91	-1,833581e-013
23,94	-1,807549e-013
23,97	-1,778124e-013
24,00	-1,781157e-013
24,03	-1,800155e-013
24,06	-1,789554e-013
24,09	-1,738053e-013
24,13	-1,688722e-013
24,16	-1,692201e-013
24,19	-1,764395e-013
24,22	-1,881832e-013
24,25	-1,988150e-013
24,28	-2,023302e-013
24,31	-1,968021e-013
24,34	-1,854638e-013
24,38	-1,741502e-013
24,41	-1,672398e-013
24,44	-1,646197e-013
24,47	-1,633249e-013
24,50	-1,616459e-013
24,53	-1,595719e-013
24,56	-1,570472e-013
24,59	-1,546215e-013
24,63	-1,543103e-013
24,66	-1,576915e-013
24,69	-1,640652e-013
24,72	-1,714756e-013
24,75	-1,783926e-013
24,78	-1,835886e-013
24,81	-1,853365e-013
24,84	-1,825107e-013
24,88	-1,765665e-013
24,91	-1,704819e-013
24,94	-1,657777e-013
24,97	-1,624151e-013
25,00	-1,605608e-013
25,03	-1,606941e-013
25,06	-1,628971e-013
25,09	-1,660744e-013
25,13	-1,678021e-013
25,16	-1,666074e-013
25,19	-1,637532e-013
25,22	-1,611131e-013
25,25	-1,594569e-013
25,28	-1,596725e-013
25,31	-1,623456e-013
25,34	-1,666149e-013
25,38	-1,713242e-013
25,41	-1,749627e-013
25,44	-1,754836e-013
25,47	-1,733684e-013
25,50	-1,715247e-013
25,53	-1,704615e-013
25,56	-1,680106e-013
25,59	-1,633933e-013
25,63	-1,578012e-013
25,66	-1,524236e-013
25,69	-1,479995e-013
25,72	-1,446263e-013
25,75	-1,409409e-013
25,78	-1,351688e-013
25,81	-1,279040e-013
25,84	-1,224878e-013
25,88	-1,216552e-013
25,91	-1,250176e-013
25,94	-1,301879e-013
25,97	-1,343237e-013
26,00	-1,351500e-013
26,03	-1,324935e-013
26,06	-1,277979e-013
26,09	-1,228772e-013
26,13	-1,206436e-013
26,16	-1,237003e-013
26,19	-1,309277e-013
26,22	-1,388373e-013
26,25	-1,453336e-013
26,28	-1,496874e-013
26,31	-1,517843e-013
26,34	-1,528966e-013
26,38	-1,551315e-013
26,41	-1,592402e-013
26,44	-1,634224e-013
26,47	-1,654164e-013
26,50	-1,648817e-013
26,53	-1,630563e-013
26,56	-1,622066e-013
26,59	-1,642952e-013
26,63	-1,674139e-013
26,66	-1,662443e-013
26,69	-1,584831e-013
26,72	-1,474224e-013
26,75	-1,375062e-013
26,78	-1,311713e-013
26,81	-1,286416e-013
26,84	-1,278166e-013
26,88	-1,256604e-013
26,91	-1,205830e-013
26,94	-1,140436e-013
26,97	-1,098729e-013
27,00	-1,102637e-013
27,03	-1,133595e-013
27,06	-1,166143e-013
27,09	-1,199048e-013
27,13	-1,237002e-013
27,16	-1,276501e-013
27,19	-1,318371e-013
27,22	-1,360003e-013
27,25	-1,374999e-013
27,28	-1,331482e-013
27,31	-1,224084e-013
27,34	-1,067994e-013
27,38	-8,707825e-014
27,41	-5,721730e-014
27,44	1,715546e-014
27,47	2,622044e-013
27,50	1,025233e-012
27,53	2,995466e-012
27,56	7,029035e-012
27,59	1,344283e-011
27,63	2,135871e-011
27,66	2,916801e-011
27,69	3,572985e-011
27,72	4,079381e-011
27,75	4,455311e-011
27,78	4,726566e-011
27,81	4,916720e-011
27,84	5,044584e-011
27,88	5,122361e-011
27,91	5,157685e-011
27,94	5,157742e-011
27,97	5,130725e-011
28,00	5,082044e-011
28,03	5,010789e-011
28,06	4,913623e-011
28,09	4,789389e-011
28,13	4,633376e-011
28,16	4,430821e-011
28,19	4,173052e-011
28,22	3,889001e-011
28,25	3,639027e-011
28,28	3,456140e-011
28,31	3,309480e-011
28,34	3,137830e-011
28,38	2,900101e-011
28,41	2,587674e-011
28,44	2,206601e-011
28,47	1,764328e-011
28,50	1,283190e-011
28,53	8,207606e-012
28,56	4,499993e-012
28,59	2,090342e-012
28,63	8,344113e-013
28,66	3,238641e-013
28,69	1,802602e-013
28,72	1,699688e-013
28,75	1,903170e-013
28,78	2,121394e-013
28,81	2,315477e-013
28,84	2,476996e-013
28,88	2,587892e-013
28,91	2,642200e-013
28,94	2,652104e-013
28,97	2,627985e-013
29,00	2,568405e-013
29,03	2,472502e-013
29,06	2,351354e-013
29,09	2,223213e-013
29,13	2,097003e-013
29,16	1,957542e-013
29,19	1,775580e-013
29,22	1,545267e-013
29,25	1,308388e-013
29,28	1,120634e-013
29,31	9,906791e-014
29,34	8,757004e-014
29,38	7,300597e-014
29,41	5,313159e-014
29,44	2,803218e-014
29,47	1,436625e-015
29,50	-1,929458e-014
29,53	-2,576700e-014
29,56	-1,003558e-014
29,59	3,336177e-014
29,63	1,029677e-013
29,66	1,894289e-013
29,69	2,800391e-013
29,72	3,627567e-013
29,75	4,282261e-013
29,78	4,727985e-013
29,81	4,997153e-013
29,84	5,153642e-013
29,88	5,254395e-013
29,91	5,333725e-013
29,94	5,387014e-013
29,97	5,383026e-013
30,00	5,314734e-013
30,03	5,217149e-013
30,06	5,118486e-013
30,09	4,993958e-013
30,13	4,793473e-013
30,16	4,501473e-013
30,19	4,144226e-013
30,22	3,765811e-013
30,25	3,418025e-013
30,28	3,135848e-013
30,31	2,911184e-013
30,34	2,703028e-013
30,38	2,456048e-013
30,41	2,117936e-013
30,44	1,660013e-013
30,47	1,076289e-013
30,50	3,944831e-014
30,53	-2,909657e-014
30,56	-8,511832e-014
30,59	-1,214003e-013
30,63	-1,401051e-013
30,66	-1,493615e-013
30,69	-1,576490e-013
30,72	-1,674477e-013
30,75	-1,740764e-013
30,78	-1,736456e-013
30,81	-1,693966e-013
30,84	-1,673227e-013
30,88	-1,687821e-013
30,91	-1,706893e-013
30,94	-1,713316e-013
30,97	-1,723000e-013
31,00	-1,745328e-013
31,03	-1,765864e-013
31,06	-1,770214e-013
31,09	-1,750238e-013
31,13	-1,699929e-013
31,16	-1,632982e-013
31,19	-1,585071e-013
31,22	-1,577591e-013
31,25	-1,591742e-013
31,28	-1,588494e-013
31,31	-1,546050e-013
31,34	-1,469718e-013
31,38	-1,373164e-013
31,41	-1,239509e-013
31,44	-8,946746e-014
31,47	2,654425e-014
31,50	3,544248e-013
31,53	1,083087e-012
31,56	2,388383e-012
31,59	4,343408e-012
31,63	6,852208e-012
31,66	9,578908e-012
31,69	1,198958e-011
31,72	1,369691e-011
31,75	1,475499e-011
31,78	1,545030e-011
31,81	1,595395e-011
31,84	1,629340e-011
31,88	1,647816e-011
31,91	1,654068e-011
31,94	1,651387e-011
31,97	1,641353e-011
32,00	1,623625e-011
32,03	1,597095e-011
32,06	1,561755e-011
32,09	1,518569e-011
32,13	1,465386e-011
32,16	1,393369e-011
32,19	1,295391e-011
32,22	1,185587e-011
32,25	1,098892e-011
32,28	1,054609e-011
32,31	1,032628e-011
32,34	9,984883e-012
32,38	9,349233e-012
32,41	8,425086e-012
32,44	7,266152e-012
32,47	5,910932e-012
32,50	4,409224e-012
32,53	2,893257e-012
32,56	1,582381e-012
32,59	6,604168e-013
32,63	1,515828e-013
32,66	-6,350140e-014
32,69	-1,324153e-013
32,72	-1,495248e-013
32,75	-1,538813e-013
32,78	-1,570063e-013
32,81	-1,603512e-013
32,84	-1,625359e-013
32,88	-1,632746e-013
32,91	-1,639323e-013
32,94	-1,652130e-013
32,97	-1,655051e-013
33,00	-1,630893e-013
33,03	-1,597780e-013
33,06	-1,593224e-013
33,09	-1,625214e-013
33,13	-1,669244e-013
33,16	-1,699118e-013
33,19	-1,704322e-013
33,22	-1,686571e-013
33,25	-1,645059e-013
33,28	-1,585588e-013
33,31	-1,543613e-013
33,34	-1,555084e-013
33,38	-1,607331e-013
33,41	-1,652735e-013
33,44	-1,657809e-013
33,47	-1,627772e-013
33,50	-1,597352e-013
33,53	-1,591911e-013
33,56	-1,595187e-013
33,59	-1,571353e-013
33,63	-1,507820e-013
33,66	-1,422574e-013
33,69	-1,338909e-013
33,72	-1,257085e-013
33,75	-1,164266e-013
33,78	-1,071089e-013
33,81	-1,003901e-013
33,84	-9,719277e-014
33,88	-9,732320e-014
33,91	-1,003810e-013
33,94	-1,044727e-013
33,97	-1,073785e-013
34,00	-1,089072e-013
34,03	-1,098916e-013
34,06	-1,113788e-013
34,09	-1,152146e-013
34,13	-1,215725e-013
34,16	-1,273529e-013
34,19	-1,295645e-013
34,22	-1,284422e-013
