Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:21:30

Start Time	23.01.2023 16:20:52
End Time	23.01.2023 16:21:18


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:20:52

Mass [amu]	Ion Current [A]
13,19	2,277531e-013
13,22	2,347757e-013
13,25	2,372786e-013
13,28	2,368046e-013
13,31	2,350525e-013
13,34	2,320566e-013
13,38	2,255648e-013
13,41	2,130741e-013
13,44	1,936336e-013
13,47	1,684736e-013
13,50	1,428577e-013
13,53	1,279937e-013
13,56	1,363490e-013
13,59	1,701672e-013
13,63	2,165048e-013
13,66	2,573077e-013
13,69	2,830656e-013
13,72	2,948872e-013
13,75	2,960672e-013
13,78	2,865054e-013
13,81	2,668349e-013
13,84	2,438263e-013
13,88	2,263029e-013
13,91	2,167221e-013
13,94	2,115679e-013
13,97	2,083509e-013
14,00	2,072543e-013
14,03	2,069744e-013
14,06	2,029390e-013
14,09	1,899444e-013
14,13	1,660544e-013
14,16	1,348357e-013
14,19	1,032829e-013
14,22	7,719424e-014
14,25	5,875420e-014
14,28	4,709462e-014
14,31	3,931597e-014
14,34	3,085215e-014
14,38	1,647302e-014
14,41	-7,267450e-015
14,44	-3,988201e-014
14,47	-7,705924e-014
14,50	-1,124701e-013
14,53	-1,399161e-013
14,56	-1,553394e-013
14,59	-1,589754e-013
14,63	-1,562274e-013
14,66	-1,542760e-013
14,69	-1,565119e-013
14,72	-1,615137e-013
14,75	-1,670864e-013
14,78	-1,719685e-013
14,81	-1,736529e-013
14,84	-1,695644e-013
14,88	-1,614284e-013
14,91	-1,545716e-013
14,94	-1,528189e-013
14,97	-1,561464e-013
15,00	-1,621217e-013
15,03	-1,678132e-013
15,06	-1,708537e-013
15,09	-1,704536e-013
15,13	-1,676520e-013
15,16	-1,642158e-013
15,19	-1,614876e-013
15,22	-1,601395e-013
15,25	-1,606576e-013
15,28	-1,630311e-013
15,31	-1,655715e-013
15,34	-1,660294e-013
15,38	-1,641202e-013
15,41	-1,611412e-013
15,44	-1,584854e-013
15,47	-1,559147e-013
15,50	-1,488205e-013
15,53	-1,305989e-013
15,56	-9,906027e-014
15,59	-5,762489e-014
15,63	-1,178150e-014
15,66	3,292762e-014
15,69	7,125330e-014
15,72	1,002433e-013
15,75	1,209403e-013
15,78	1,360469e-013
15,81	1,467702e-013
15,84	1,535252e-013
15,88	1,575013e-013
15,91	1,591335e-013
15,94	1,579919e-013
15,97	1,552164e-013
16,00	1,517354e-013
16,03	1,460788e-013
16,06	1,382264e-013
16,09	1,300221e-013
16,13	1,194013e-013
16,16	1,016401e-013
16,19	7,685128e-014
16,22	5,130299e-014
16,25	3,205706e-014
16,28	2,088433e-014
16,31	1,328338e-014
16,34	3,932257e-015
16,38	-9,904032e-015
16,41	-2,985802e-014
16,44	-5,636265e-014
16,47	-8,652613e-014
16,50	-1,139827e-013
16,53	-1,311123e-013
16,56	-1,324949e-013
16,59	-1,179626e-013
16,63	-9,245815e-014
16,66	-6,280481e-014
16,69	-3,471034e-014
16,72	-1,100865e-014
16,75	8,318694e-015
16,78	2,381461e-014
16,81	3,467374e-014
16,84	3,925613e-014
16,88	3,797616e-014
16,91	3,533428e-014
16,94	3,551144e-014
16,97	3,695031e-014
17,00	3,573840e-014
17,03	3,124978e-014
17,06	2,531642e-014
17,09	1,995607e-014
17,13	1,626320e-014
17,16	1,246459e-014
17,19	4,802144e-015
17,22	-8,130354e-015
17,25	-2,383757e-014
17,28	-3,874571e-014
17,31	-5,062285e-014
17,34	-5,875565e-014
17,38	-6,448374e-014
17,41	-7,228310e-014
17,44	-8,660009e-014
17,47	-1,051678e-013
17,50	-1,182059e-013
17,53	-1,144911e-013
17,56	-8,583414e-014
17,59	-2,917653e-014
17,63	5,034398e-014
17,66	1,391619e-013
17,69	2,216415e-013
17,72	2,884963e-013
17,75	3,387182e-013
17,78	3,741916e-013
17,81	3,962322e-013
17,84	4,073441e-013
17,88	4,114192e-013
17,91	4,112734e-013
17,94	4,085908e-013
17,97	4,050480e-013
18,00	4,010472e-013
18,03	3,948670e-013
18,06	3,847763e-013
18,09	3,699818e-013
18,13	3,490176e-013
18,16	3,201849e-013
18,19	2,844919e-013
18,22	2,474047e-013
18,25	2,164762e-013
18,28	1,949690e-013
18,31	1,786759e-013
18,34	1,609884e-013
18,38	1,383726e-013
18,41	1,093100e-013
18,44	7,193893e-014
18,47	2,543704e-014
18,50	-2,691194e-014
18,53	-7,695815e-014
18,56	-1,161779e-013
18,59	-1,413585e-013
18,63	-1,536877e-013
18,66	-1,554240e-013
18,69	-1,511524e-013
18,72	-1,478494e-013
18,75	-1,499634e-013
18,78	-1,560018e-013
18,81	-1,610451e-013
18,84	-1,623955e-013
18,88	-1,618740e-013
18,91	-1,620720e-013
18,94	-1,627352e-013
18,97	-1,625521e-013
19,00	-1,616406e-013
19,03	-1,606930e-013
19,06	-1,599590e-013
19,09	-1,590328e-013
19,13	-1,566979e-013
19,16	-1,524524e-013
19,19	-1,474963e-013
19,22	-1,431786e-013
19,25	-1,403917e-013
19,28	-1,403087e-013
19,31	-1,434298e-013
19,34	-1,485866e-013
19,38	-1,538985e-013
19,41	-1,562798e-013
19,44	-1,474770e-013
19,47	-1,059895e-013
19,50	1,179619e-014
19,53	2,620277e-013
19,56	6,738669e-013
19,59	1,212685e-012
19,63	1,790967e-012
19,66	2,320264e-012
19,69	2,754286e-012
19,72	3,093130e-012
19,75	3,359354e-012
19,78	3,568596e-012
19,81	3,716596e-012
19,84	3,795733e-012
19,88	3,816949e-012
19,91	3,804192e-012
19,94	3,774763e-012
19,97	3,732974e-012
20,00	3,674874e-012
20,03	3,593338e-012
20,06	3,480715e-012
20,09	3,326599e-012
20,13	3,117069e-012
20,16	2,852717e-012
20,19	2,575490e-012
20,22	2,354870e-012
20,25	2,226355e-012
20,28	2,156406e-012
20,31	2,078143e-012
20,34	1,946049e-012
20,38	1,748792e-012
20,41	1,486328e-012
20,44	1,157998e-012
20,47	7,830659e-013
20,50	4,196621e-013
20,53	1,368798e-013
20,56	-3,642852e-014
20,59	-1,208484e-013
20,63	-1,536416e-013
20,66	-1,635068e-013
20,69	-1,672866e-013
20,72	-1,712956e-013
20,75	-1,735129e-013
20,78	-1,715510e-013
20,81	-1,670886e-013
20,84	-1,624872e-013
20,88	-1,591428e-013
20,91	-1,583679e-013
20,94	-1,608532e-013
20,97	-1,667874e-013
21,00	-1,750202e-013
21,03	-1,815948e-013
21,06	-1,832255e-013
21,09	-1,810138e-013
21,13	-1,775249e-013
21,16	-1,731233e-013
21,19	-1,675453e-013
21,22	-1,628076e-013
21,25	-1,621211e-013
21,28	-1,658905e-013
21,31	-1,706254e-013
21,34	-1,730593e-013
21,38	-1,739673e-013
21,41	-1,757214e-013
21,44	-1,768476e-013
21,47	-1,731421e-013
21,50	-1,652645e-013
21,53	-1,598255e-013
21,56	-1,607291e-013
21,59	-1,648411e-013
21,63	-1,670545e-013
21,66	-1,645799e-013
21,69	-1,576040e-013
21,72	-1,498669e-013
21,75	-1,465981e-013
21,78	-1,493623e-013
21,81	-1,543408e-013
21,84	-1,566803e-013
21,88	-1,554993e-013
21,91	-1,536920e-013
21,94	-1,534155e-013
21,97	-1,539018e-013
22,00	-1,543170e-013
22,03	-1,559428e-013
22,06	-1,598050e-013
22,09	-1,645115e-013
22,13	-1,678283e-013
22,16	-1,688894e-013
22,19	-1,682905e-013
22,22	-1,668217e-013
22,25	-1,647295e-013
22,28	-1,618405e-013
22,31	-1,582710e-013
22,34	-1,554825e-013
22,38	-1,556138e-013
22,41	-1,588864e-013
22,44	-1,628675e-013
22,47	-1,648950e-013
22,50	-1,640313e-013
22,53	-1,606452e-013
22,56	-1,552966e-013
22,59	-1,490389e-013
22,63	-1,445682e-013
22,66	-1,446041e-013
22,69	-1,488077e-013
22,72	-1,543758e-013
22,75	-1,587072e-013
22,78	-1,599371e-013
22,81	-1,575041e-013
22,84	-1,539244e-013
22,88	-1,530607e-013
22,91	-1,552596e-013
22,94	-1,572625e-013
22,97	-1,576723e-013
23,00	-1,589316e-013
23,03	-1,632544e-013
23,06	-1,697133e-013
23,09	-1,753460e-013
23,13	-1,773689e-013
23,16	-1,753976e-013
23,19	-1,719638e-013
23,22	-1,697942e-013
23,25	-1,691104e-013
23,28	-1,686212e-013
23,31	-1,685492e-013
23,34	-1,702973e-013
23,38	-1,727574e-013
23,41	-1,723199e-013
23,44	-1,676510e-013
23,47	-1,618667e-013
23,50	-1,589311e-013
23,53	-1,597577e-013
23,56	-1,623919e-013
23,59	-1,643894e-013
23,63	-1,652964e-013
23,66	-1,668834e-013
23,69	-1,697590e-013
23,72	-1,717910e-013
23,75	-1,711018e-013
23,78	-1,679273e-013
23,81	-1,633306e-013
23,84	-1,583625e-013
23,88	-1,541787e-013
23,91	-1,516021e-013
23,94	-1,507338e-013
23,97	-1,511814e-013
24,00	-1,522730e-013
24,03	-1,532245e-013
24,06	-1,537880e-013
24,09	-1,548900e-013
24,13	-1,573543e-013
24,16	-1,599376e-013
24,19	-1,604662e-013
24,22	-1,583971e-013
24,25	-1,550669e-013
24,28	-1,525765e-013
24,31	-1,528473e-013
24,34	-1,563227e-013
24,38	-1,612329e-013
24,41	-1,652179e-013
24,44	-1,673298e-013
24,47	-1,683068e-013
24,50	-1,698202e-013
24,53	-1,724253e-013
24,56	-1,741682e-013
24,59	-1,729113e-013
24,63	-1,694493e-013
24,66	-1,667303e-013
24,69	-1,662937e-013
24,72	-1,670239e-013
24,75	-1,672834e-013
24,78	-1,666611e-013
24,81	-1,652775e-013
24,84	-1,624130e-013
24,88	-1,574743e-013
24,91	-1,525123e-013
24,94	-1,511066e-013
24,97	-1,538512e-013
25,00	-1,578850e-013
25,03	-1,607945e-013
25,06	-1,623485e-013
25,09	-1,636518e-013
25,13	-1,655621e-013
25,16	-1,669747e-013
25,19	-1,659121e-013
25,22	-1,628183e-013
25,25	-1,609162e-013
25,28	-1,626870e-013
25,31	-1,667840e-013
25,34	-1,696399e-013
25,38	-1,697094e-013
25,41	-1,681910e-013
25,44	-1,673544e-013
25,47	-1,698836e-013
25,50	-1,766463e-013
25,53	-1,838678e-013
25,56	-1,849916e-013
25,59	-1,768317e-013
25,63	-1,633110e-013
25,66	-1,516046e-013
25,69	-1,455760e-013
25,72	-1,451086e-013
25,75	-1,489467e-013
25,78	-1,544769e-013
25,81	-1,578881e-013
25,84	-1,575224e-013
25,88	-1,549588e-013
25,91	-1,525343e-013
25,94	-1,514236e-013
25,97	-1,514449e-013
26,00	-1,513653e-013
26,03	-1,497879e-013
26,06	-1,467487e-013
26,09	-1,438806e-013
26,13	-1,421144e-013
26,16	-1,401018e-013
26,19	-1,363451e-013
26,22	-1,327305e-013
26,25	-1,333617e-013
26,28	-1,388618e-013
26,31	-1,450657e-013
26,34	-1,484331e-013
26,38	-1,496467e-013
26,41	-1,513890e-013
26,44	-1,548239e-013
26,47	-1,585083e-013
26,50	-1,601758e-013
26,53	-1,590158e-013
26,56	-1,551756e-013
26,59	-1,487750e-013
26,63	-1,411867e-013
26,66	-1,350937e-013
26,69	-1,322816e-013
26,72	-1,324664e-013
26,75	-1,339232e-013
26,78	-1,349795e-013
26,81	-1,351074e-013
26,84	-1,343862e-013
26,88	-1,328487e-013
26,91	-1,309750e-013
26,94	-1,296989e-013
26,97	-1,292705e-013
27,00	-1,292122e-013
27,03	-1,297829e-013
27,06	-1,318019e-013
27,09	-1,347272e-013
27,13	-1,369061e-013
27,16	-1,382609e-013
27,19	-1,403545e-013
27,22	-1,432908e-013
27,25	-1,453324e-013
27,28	-1,456274e-013
27,31	-1,446176e-013
27,34	-1,427536e-013
27,38	-1,405813e-013
27,41	-1,381365e-013
27,44	-1,332204e-013
27,47	-1,176687e-013
27,50	-6,932809e-014
27,53	5,411347e-014
27,56	3,078961e-013
27,59	7,304908e-013
27,63	1,304762e-012
27,66	1,953581e-012
27,69	2,582735e-012
27,72	3,121938e-012
27,75	3,534257e-012
27,78	3,817063e-012
27,81	3,998548e-012
27,84	4,114672e-012
27,88	4,186815e-012
27,91	4,222845e-012
27,94	4,228752e-012
27,97	4,212260e-012
28,00	4,178030e-012
28,03	4,124027e-012
28,06	4,044918e-012
28,09	3,937027e-012
28,13	3,795357e-012
28,16	3,607913e-012
28,19	3,367017e-012
28,22	3,098374e-012
28,25	2,863022e-012
28,28	2,702814e-012
28,31	2,593980e-012
28,34	2,475832e-012
28,38	2,306521e-012
28,41	2,075769e-012
28,44	1,787480e-012
28,47	1,448284e-012
28,50	1,069166e-012
28,53	6,792120e-013
28,56	3,334216e-013
28,59	8,575381e-014
28,63	-5,081686e-014
28,66	-1,057053e-013
28,69	-1,188241e-013
28,72	-1,174327e-013
28,75	-1,139167e-013
28,78	-1,118332e-013
28,81	-1,109274e-013
28,84	-1,103026e-013
28,88	-1,096539e-013
28,91	-1,084936e-013
28,94	-1,070536e-013
28,97	-1,076327e-013
29,00	-1,116153e-013
29,03	-1,170505e-013
29,06	-1,215050e-013
29,09	-1,245398e-013
29,13	-1,268070e-013
29,16	-1,285080e-013
29,19	-1,292050e-013
29,22	-1,295601e-013
29,25	-1,310215e-013
29,28	-1,326163e-013
29,31	-1,321974e-013
29,34	-1,305956e-013
29,38	-1,306369e-013
29,41	-1,334050e-013
29,44	-1,366877e-013
29,47	-1,369404e-013
29,50	-1,340133e-013
29,53	-1,322085e-013
29,56	-1,344431e-013
29,59	-1,378427e-013
29,63	-1,371072e-013
29,66	-1,300342e-013
29,69	-1,186764e-013
29,72	-1,069809e-013
29,75	-9,763303e-014
29,78	-9,062865e-014
29,81	-8,531411e-014
29,84	-8,195170e-014
29,88	-7,980890e-014
29,91	-7,675197e-014
29,94	-7,240799e-014
29,97	-6,892054e-014
30,00	-6,806772e-014
30,03	-7,024046e-014
30,06	-7,500717e-014
30,09	-8,049076e-014
30,13	-8,402555e-014
30,16	-8,448673e-014
30,19	-8,331080e-014
30,22	-8,322044e-014
30,25	-8,584714e-014
30,28	-9,074004e-014
30,31	-9,642228e-014
30,34	-1,017984e-013
30,38	-1,073082e-013
30,41	-1,148227e-013
30,44	-1,254190e-013
30,47	-1,379965e-013
30,50	-1,502871e-013
30,53	-1,602152e-013
30,56	-1,668142e-013
30,59	-1,704642e-013
30,63	-1,722174e-013
30,66	-1,727474e-013
30,69	-1,713094e-013
30,72	-1,666810e-013
30,75	-1,603465e-013
30,78	-1,564839e-013
30,81	-1,569669e-013
30,84	-1,587004e-013
30,88	-1,580586e-013
30,91	-1,560634e-013
30,94	-1,571722e-013
30,97	-1,633072e-013
31,00	-1,705245e-013
31,03	-1,735556e-013
31,06	-1,716817e-013
31,09	-1,672497e-013
31,13	-1,619304e-013
31,16	-1,569964e-013
31,19	-1,543423e-013
31,22	-1,558694e-013
31,25	-1,618193e-013
31,28	-1,688943e-013
31,31	-1,721720e-013
31,34	-1,706068e-013
31,38	-1,674831e-013
31,41	-1,643936e-013
31,44	-1,589699e-013
31,47	-1,481829e-013
31,50	-1,276710e-013
31,53	-8,693742e-014
31,56	-1,098850e-014
31,59	1,091546e-013
31,63	2,661019e-013
31,66	4,367681e-013
31,69	5,963630e-013
31,72	7,316980e-013
31,75	8,405732e-013
31,78	9,235451e-013
31,81	9,806387e-013
31,84	1,014348e-012
31,88	1,031227e-012
31,91	1,038154e-012
31,94	1,038654e-012
