Sourcefile	20230123 155844 Faraday Airdemo Scan Analog.qmp
Exporttime	23.01.2023 16:16:53

Start Time	23.01.2023 16:15:49
End Time	23.01.2023 16:16:36


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	23.01.2023 16:15:49

Mass [amu]	Ion Current [A]
24,19	-1,304585e-013
24,22	-1,375786e-013
24,25	-1,417080e-013
24,28	-1,428120e-013
24,31	-1,419111e-013
24,34	-1,400047e-013
24,38	-1,387575e-013
24,41	-1,394310e-013
24,44	-1,410464e-013
24,47	-1,427603e-013
24,50	-1,455395e-013
24,53	-1,486184e-013
24,56	-1,486714e-013
24,59	-1,444003e-013
24,63	-1,377868e-013
24,66	-1,310752e-013
24,69	-1,260958e-013
24,72	-1,250299e-013
24,75	-1,294736e-013
24,78	-1,382996e-013
24,81	-1,467738e-013
24,84	-1,504423e-013
24,88	-1,494783e-013
24,91	-1,463089e-013
24,94	-1,419293e-013
24,97	-1,371202e-013
25,00	-1,329405e-013
25,03	-1,288206e-013
25,06	-1,241148e-013
25,09	-1,205608e-013
25,13	-1,205545e-013
25,16	-1,240289e-013
25,19	-1,277047e-013
25,22	-1,281983e-013
25,25	-1,261025e-013
25,28	-1,248651e-013
25,31	-1,264298e-013
25,34	-1,300124e-013
25,38	-1,330752e-013
25,41	-1,331958e-013
25,44	-1,310187e-013
25,47	-1,290005e-013
25,50	-1,271364e-013
25,53	-1,244138e-013
25,56	-1,221225e-013
25,59	-1,211996e-013
25,63	-1,201193e-013
25,66	-1,182217e-013
25,69	-1,172189e-013
25,72	-1,177697e-013
25,75	-1,171896e-013
25,78	-1,129390e-013
25,81	-1,075365e-013
25,84	-1,063139e-013
25,88	-1,104205e-013
25,91	-1,160224e-013
25,94	-1,196986e-013
25,97	-1,209262e-013
26,00	-1,201317e-013
26,03	-1,172241e-013
26,06	-1,128678e-013
26,09	-1,099801e-013
26,13	-1,108857e-013
26,16	-1,133037e-013
26,19	-1,136788e-013
26,22	-1,127373e-013
26,25	-1,132671e-013
26,28	-1,157714e-013
26,31	-1,187934e-013
26,34	-1,207129e-013
26,38	-1,212560e-013
26,41	-1,213825e-013
26,44	-1,212882e-013
26,47	-1,213072e-013
26,50	-1,235561e-013
26,53	-1,289785e-013
26,56	-1,346433e-013
26,59	-1,365864e-013
26,63	-1,339739e-013
26,66	-1,287873e-013
26,69	-1,226566e-013
26,72	-1,165867e-013
26,75	-1,129727e-013
26,78	-1,142552e-013
26,81	-1,194308e-013
26,84	-1,246053e-013
26,88	-1,266169e-013
