% Langmuir characteristic curve

% U (Volt)	I (A)
-8.043000	-2.768356E-7
-8.036000	-2.599554E-7
-8.029000	-3.149034E-7
-8.022000	-4.840549E-7
-8.015000	-2.980232E-7
-8.008000	-1.372537E-7
-8.001000	-3.868481E-7
-7.994000	-4.417961E-7
-7.987000	-2.684537E-7
-7.980000	-4.586764E-7
-7.973000	-3.275927E-7
-7.966000	-3.487803E-7
-7.959000	-3.149034E-7
-7.952000	-7.392373E-8
-7.945000	-1.880107E-7
-7.938000	-3.529713E-7
-7.931000	-2.303859E-7
-7.924000	-2.641464E-7
-7.917000	-3.529713E-7
-7.910000	-4.629837E-7
-7.903000	-3.656605E-7
-7.896000	-3.656605E-7
-7.889000	-2.980232E-7
-7.882000	-4.080357E-7
-7.875000	-3.699679E-7
-7.868000	-2.853340E-7
-7.861000	-3.868481E-7
-7.854000	-8.661300E-8
-7.847000	-2.345769E-7
-7.840000	-4.417961E-7
-7.833000	-2.641464E-7
-7.826000	-2.684537E-7
-7.819000	-4.629837E-7
-7.812000	-3.319001E-7
-7.804500	-2.768356E-7
-7.797500	-1.330627E-7
-7.790500	-4.798640E-7
-7.783500	-3.192108E-7
-7.776500	-5.221227E-7
-7.769500	-3.319001E-7
-7.762500	-3.572786E-7
-7.755500	-3.741588E-7
-7.748500	-4.417961E-7
-7.741500	-3.275927E-7
-7.734500	-3.487803E-7
-7.727500	-1.034932E-7
-7.720500	-1.880107E-7
-7.713500	-3.487803E-7
-7.706500	-2.853340E-7
-7.699500	-3.192108E-7
-7.692500	-1.584413E-7
-7.685500	-4.756730E-7
-7.678500	-3.487803E-7
-7.671500	-1.161825E-7
-7.664500	-4.080357E-7
-7.657500	-4.629837E-7
-7.650500	-2.853340E-7
-7.643500	-3.234018E-7
-7.636500	-3.699679E-7
-7.629500	-2.980232E-7
-7.622500	-3.022142E-7
-7.615500	-2.895249E-7
-7.608500	-3.234018E-7
-7.601500	-3.234018E-7
-7.594500	-3.149034E-7
-7.587500	-4.629837E-7
-7.580500	-4.122267E-7
-7.573500	-5.137408E-7
-7.566500	-2.895249E-7
-7.559500	-3.614696E-7
-7.552500	-4.883623E-7
-7.545500	-2.641464E-7
-7.538500	-3.107125E-7
-7.531500	-3.234018E-7
-7.524500	-2.641464E-7
-7.517500	-2.514571E-7
-7.510500	-2.050074E-7
-7.503500	-2.133893E-7
-7.496500	-3.192108E-7
-7.489500	-3.656605E-7
-7.482500	-4.122267E-7
-7.475500	-3.529713E-7
-7.468500	-2.684537E-7
-7.461500	-5.475013E-7
-7.454500	-2.260786E-7
-7.447500	-2.768356E-7
-7.440500	-3.234018E-7
-7.433500	-4.332978E-7
-7.426500	-3.487803E-7
-7.419500	-2.133893E-7
-7.412500	-2.599554E-7
-7.405500	-3.910391E-7
-7.398500	-2.345769E-7
-7.391500	-2.557645E-7
-7.384500	-3.741588E-7
-7.377500	-2.387678E-7
-7.370500	-4.713656E-7
-7.363500	-2.726447E-7
-7.356500	-4.629837E-7
-7.349500	-2.980232E-7
-7.342500	-2.514571E-7
-7.335500	-2.726447E-7
-7.328500	-3.402820E-7
-7.321500	-1.965091E-7
-7.314500	-3.402820E-7
-7.307500	-2.133893E-7
-7.300500	-5.348120E-7
-7.293500	-3.585592E-8
-7.286500	-3.234018E-7
-7.279500	-2.345769E-7
-7.272500	-2.641464E-7
-7.265500	-3.149034E-7
-7.258500	-3.868481E-7
-7.251500	-3.445894E-7
-7.244500	-2.641464E-7
-7.237500	-3.360910E-7
-7.230500	-3.065215E-7
-7.223500	-9.930227E-8
-7.216500	-2.735760E-8
-7.209500	-1.796288E-7
-7.202500	-2.768356E-7
-7.195500	-5.692709E-8
-7.188500	-2.938323E-7
-7.181500	-4.004687E-8
-7.174500	-2.303859E-7
-7.167500	-2.980232E-7
-7.160500	-2.514571E-7
-7.153500	-3.572786E-7
-7.146500	-2.895249E-7
-7.139500	-3.699679E-7
-7.132500	-3.149034E-7
-7.125500	-2.218876E-7
-7.118500	-2.345769E-7
-7.111500	-2.895249E-7
-7.104500	-2.726447E-7
-7.097500	-1.796288E-7
-7.090500	-3.614696E-7
-7.083500	-1.711305E-7
-7.076500	-2.599554E-7
-7.069500	-1.466833E-8
-7.062500	-1.965091E-7
-7.055500	-2.514571E-7
-7.048500	-2.345769E-7
-7.041500	-2.853340E-7
-7.034500	-2.641464E-7
-7.027500	-1.669396E-7
-7.020500	-2.303859E-7
-7.013500	-1.885928E-8
-7.006500	-2.599554E-7
-6.999500	-2.472661E-7
-6.992500	-1.330627E-7
-6.985500	-5.559996E-7
-6.978500	-1.542503E-7
-6.971500	-1.711305E-7
-6.964500	-3.783498E-7
-6.957500	-1.979060E-9
-6.950500	-2.853340E-7
-6.943500	-2.133893E-7
-6.936500	-2.303859E-7
-6.929500	-3.065215E-7
-6.922500	-2.980232E-7
-6.915500	-4.037283E-7
-6.908500	-1.711305E-7
-6.901500	-1.923181E-7
-6.894500	-1.076842E-7
-6.887500	-1.161825E-7
-6.880500	5.296897E-8
-6.873500	-9.930227E-8
-6.866500	-2.303859E-7
-6.859500	-1.626322E-7
-6.852500	-2.133893E-7
-6.845500	-1.372537E-7
-6.838500	-2.853340E-7
-6.831500	-1.796288E-7
-6.824500	-2.557645E-7
-6.817500	-2.218876E-7
-6.810500	-2.218876E-7
-6.803500	-1.669396E-7
-6.796500	-3.065215E-7
-6.789500	-1.669396E-7
-6.782500	9.953510E-8
-6.775500	-1.372537E-7
-6.768500	-6.542541E-8
-6.761500	-7.392373E-8
-6.754500	-3.192108E-7
-6.747000	-6.542541E-8
-6.740000	-9.499490E-8
-6.733000	-1.542503E-7
-6.726000	5.296897E-8
-6.719000	-3.022142E-7
-6.712000	-1.711305E-7
-6.705000	-8.230563E-8
-6.698000	-1.584413E-7
-6.691000	-2.050074E-7
-6.684000	-1.979060E-9
-6.677000	-2.303859E-7
-6.670000	-7.392373E-8
-6.663000	-1.161825E-7
-6.656000	-2.176967E-7
-6.649000	-9.499490E-8
-6.642000	-1.330627E-7
-6.635000	-3.572786E-7
-6.628000	-1.542503E-7
-6.621000	1.080334E-7
-6.614000	-1.415610E-7
-6.607000	-5.692709E-8
-6.600000	-3.585592E-8
-6.593000	5.296897E-8
-6.586000	-1.979060E-9
-6.579000	-1.372537E-7
-6.572000	5.727634E-8
-6.565000	-1.203734E-7
-6.558000	6.519258E-9
-6.551000	-6.123446E-8
-6.544000	5.727634E-8
-6.537000	-1.372537E-7
-6.530000	2.221204E-7
-6.523000	-2.316665E-8
-6.516000	-1.034932E-7
-6.509000	7.415656E-8
-6.502000	-1.047738E-8
-6.495000	-1.542503E-7
-6.488000	5.727634E-8
-6.481000	1.071021E-8
-6.474000	-6.542541E-8
-6.467000	-5.273614E-8
-6.460000	1.291046E-7
-6.453000	-1.979060E-9
-6.446000	5.296897E-8
-6.439000	4.458707E-8
-6.432000	9.103678E-8
-6.425000	4.877802E-8
-6.418000	2.728775E-7
-6.411000	2.137385E-7
-6.404000	1.502922E-7
-6.397000	1.671724E-7
-6.390000	9.953510E-8
-6.383000	1.967419E-7
-6.376000	2.306188E-7
-6.369000	9.103678E-8
-6.362000	6.565824E-8
-6.355000	1.586741E-7
-6.348000	1.713634E-7
-6.341000	2.644956E-7
-6.334000	2.264278E-7
-6.327000	2.855668E-7
-6.320000	-4.004687E-8
-6.313000	1.967419E-7
-6.306000	2.433080E-7
-6.299000	2.728775E-7
-6.292000	3.109453E-7
-6.285000	1.207227E-7
-6.278000	3.448222E-7
-6.271000	1.756707E-7
-6.264000	2.898742E-7
-6.257000	3.785826E-7
-6.250000	3.912719E-7
-6.243000	2.898742E-7
-6.236000	5.647307E-7
-6.229000	6.704358E-7
-6.222000	5.520415E-7
-6.215000	5.139736E-7
-6.208000	4.885951E-7
-6.201000	3.743917E-7
-6.194000	5.181646E-7
-6.187000	4.844042E-7
-6.180000	3.025634E-7
-6.173000	3.236346E-7
-6.166000	4.885951E-7
-6.159000	7.719500E-7
-6.152000	6.154878E-7
-6.145000	6.831251E-7
-6.138000	6.281771E-7
-6.131000	6.704358E-7
-6.124000	5.435431E-7
-6.117000	6.915070E-7
-6.110000	7.846393E-7
-6.103000	7.888302E-7
-6.096000	9.537907E-7
-6.089000	6.746268E-7
-6.082000	7.126946E-7
-6.075000	6.915070E-7
-6.068000	8.437783E-7
-6.061000	8.649658E-7
-6.054000	8.353963E-7
-6.047000	9.241048E-7
-6.040000	8.142088E-7
-6.033000	1.008739E-6
-6.026000	1.029810E-6
-6.019000	1.105946E-6
-6.012000	1.042499E-6
-6.005000	1.287786E-6
-5.998000	1.110253E-6
-5.991000	9.494834E-7
-5.984000	1.135631E-6
-5.977000	1.131324E-6
-5.970000	1.135631E-6
-5.963000	1.275097E-6
-5.956000	1.342851E-6
-5.949000	1.520384E-6
-5.942000	1.418870E-6
-5.935000	1.410488E-6
-5.928000	1.469627E-6
-5.921000	1.444248E-6
-5.914000	1.503504E-6
-5.907000	1.507695E-6
-5.900000	1.613400E-6
-5.893000	1.545763E-6
-5.886000	1.541572E-6
-5.879000	1.744484E-6
-5.872000	1.638778E-6
-5.865000	1.693843E-6
-5.858000	1.769862E-6
-5.851000	1.795241E-6
-5.844000	2.082787E-6
-5.837000	1.922133E-6
-5.830000	1.989771E-6
-5.823000	2.087094E-6
-5.816000	2.057524E-6
-5.809000	2.120854E-6
-5.802000	2.167420E-6
-5.795000	2.260436E-6
-5.788000	2.260436E-6
-5.781000	2.235058E-6
-5.774000	2.294313E-6
-5.767000	2.471847E-6
-5.760000	2.416898E-6
-5.753000	2.421089E-6
-5.746000	2.569170E-6
-5.739000	2.636807E-6
-5.732000	2.624118E-6
-5.725000	2.734130E-6
-5.718000	3.013178E-6
-5.711000	2.962421E-6
-5.704000	3.161142E-6
-5.697000	2.941350E-6
-5.689500	3.076624E-6
-5.682500	3.203517E-6
-5.675500	3.085122E-6
-5.668500	2.979301E-6
-5.661500	3.304915E-6
-5.654500	3.228895E-6
-5.647500	3.554509E-6
-5.640500	3.592577E-6
-5.633500	3.825058E-6
-5.626500	3.562891E-6
-5.619500	3.685593E-6
-5.612500	3.875815E-6
-5.605500	4.201429E-6
-5.598500	4.235306E-6
-5.591500	4.214118E-6
-5.584500	4.425645E-6
-5.577500	4.243804E-6
-5.570500	4.594796E-6
-5.563500	4.514470E-6
-5.556500	4.539732E-6
-5.549500	4.573609E-6
-5.542500	4.645553E-6
-5.535500	4.658243E-6
-5.528500	5.064183E-6
-5.521500	5.081063E-6
-5.514500	5.148700E-6
-5.507500	5.322159E-6
-5.500500	5.639275E-6
-5.493500	5.567446E-6
-5.486500	5.592708E-6
-5.479500	5.774549E-6
-5.472500	5.791546E-6
-5.465500	5.795737E-6
-5.458500	6.062211E-6
-5.451500	6.176298E-6
-5.444500	6.244052E-6
-5.437500	6.396207E-6
-5.430500	6.383518E-6
-5.423500	6.772578E-6
